Employee_ID,Full_Name,Gender,State,City,Education_Level,Birthdate,Age,Hiredate,Termdate,Years_of_Service,Employee_Status,Department,Job_Title,Jop_Level,Salary,Performance_Rating
00-72203452,Morgan Collins,Female,New York,Rochester,Bachelor,3/8/1992,32,5/8/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,54032,Good
00-45255913,Douglas Wiggins,Female,New York,Buffalo,Bachelor,8/27/1970,54,11/16/2018,Still Employee,5,Active,Operations,Logistics Coordinator,Mid-Level,57458,Good
00-95437748,Toni Black,Female,New York,New York City,Bachelor,5/28/1989,35,2/21/2019,Still Employee,5,Active,Finance,Accounts Payable Specialist,Mid-Level,53141,Satisfactory
00-48612968,Jamie Johnson,Male,New York,Rochester,Bachelor,4/23/1980,44,5/31/2019,Still Employee,5,Active,Marketing,Marketing Coordinator,Mid-Level,73266,Excellent
00-96541691,Jennifer Boyd,Male,New York,Rochester,Bachelor,1/18/1975,49,1/2/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,72909,Need Improvement
00-47207440,Larry Williams,Male,New York,Rochester,Master,11/9/1987,36,11/25/2020,Still Employee,3,Active,Operations,Operations Analyst,Senior,55135,Excellent
00-58554539,Brooke Miller,Male,New York,Rochester,High School,12/4/1972,51,6/30/2020,Still Employee,4,Active,IT,IT Support Specialist,Mid-Level,63063,Satisfactory
00-44616300,Pamela Garcia,Female,Ohio,Cincinnati,High School,5/21/1966,58,10/25/2021,Still Employee,2,Active,Operations,Inventory Specialist,Mid-Level,57661,Satisfactory
00-26050250,Donna Edwards,Female,Michigan,Warren,High School,8/11/1963,61,8/13/2018,Still Employee,6,Active,Customer Service,Customer Service Representative,Junior Level,62574,Satisfactory
00-12354860,Katherine Fowler,Male,New York,New York City,High School,1/14/1982,42,3/23/2023,Still Employee,1,Active,Customer Service,Support Specialist,Junior Level,59438,Satisfactory
00-17853132,Manuel Lee,Male,North Carolina,Charlotte,Bachelor,11/14/1964,59,4/18/2017,Still Employee,7,Active,Sales,Sales Representative,Junior Level,68165,Good
00-28186152,Amanda Mejia,Male,New York,Buffalo,Master,1/20/1982,42,9/18/2018,Still Employee,6,Active,Operations,Operations Analyst,Senior,61097,Excellent
00-58474537,David Hernandez,Female,Michigan,Warren,Bachelor,12/6/1981,42,4/17/2019,Still Employee,5,Active,Finance,Accountant,Mid-Level,69516,Good
00-48903840,Danny Mullen,Male,North Carolina,Greensboro,Bachelor,9/14/1989,35,8/6/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,69794,Good
00-78969993,Willie Clark,Male,New York,New York City,Master,7/18/1969,55,5/17/2017,Still Employee,7,Active,Sales,Sales Specialist,Mid-Level,75985,Excellent
00-22684736,Andrea Nelson,Male,New York,New York City,Master,6/30/1987,37,9/30/2020,Still Employee,4,Active,IT,Software Developer,Senior,89640,Good
00-53299559,Linda Andrews,Female,New York,Rochester,High School,12/27/1959,64,3/8/2023,Still Employee,1,Active,IT,IT Support Specialist,Mid-Level,63278,Satisfactory
00-50409241,Charles Austin,Male,New York,New York City,Bachelor,1/7/1996,28,5/12/2017,Still Employee,7,Active,Customer Service,Support Specialist,Junior Level,58763,Good
00-58656970,Amber Williams,Female,New York,Rochester,Bachelor,7/12/1980,44,1/12/2016,Still Employee,8,Active,Finance,Accountant,Mid-Level,54920,Good
00-29289438,Thomas Lowe,Male,New York,Buffalo,High School,3/11/1971,53,2/11/2015,Still Employee,9,Active,IT,IT Support Specialist,Mid-Level,68716,Excellent
00-60065117,Patrick Miller,Male,New York,Buffalo,Master,9/21/1987,37,6/2/2023,Still Employee,1,Active,IT,Software Developer,Senior,78420,Excellent
00-31881401,Harold Carlson,Female,New York,Buffalo,Bachelor,7/18/1999,25,8/18/2016,Still Employee,8,Active,Operations,Logistics Coordinator,Mid-Level,56804,Satisfactory
00-39677351,Crystal Vaughn,Male,New York,New York City,PhD,2/8/1969,55,6/23/2023,Still Employee,1,Active,Sales,Sales Specialist,Mid-Level,82835,Excellent
00-80551927,Christina Edwards,Female,New York,Buffalo,Bachelor,11/4/1994,29,11/14/2023,Still Employee,0,Active,Sales,Sales Representative,Junior Level,68633,Good
00-25296356,James Chang,Male,New York,Rochester,Master,1/15/1979,45,11/11/2019,Still Employee,4,Active,Sales,Sales Consultant,Mid-Level,95972,Good
00-51818682,Kathy Bradley,Female,Michigan,Warren,Master,11/25/2003,20,2/6/2022,Still Employee,2,Active,IT,Software Developer,Senior,104572,Good
00-69315901,Lisa Gillespie,Male,New York,Buffalo,High School,10/30/1993,30,7/1/2023,Still Employee,1,Active,Customer Service,Help Desk Technician,Junior Level,59545,Satisfactory
00-55908520,Colton Collins,Female,Michigan,Warren,Bachelor,3/4/2000,24,9/8/2017,Still Employee,7,Active,Customer Service,Help Desk Technician,Junior Level,78072,Good
00-25917805,Jennifer Marshall,Female,New York,New York City,High School,4/25/1991,33,3/31/2017,Still Employee,7,Active,Marketing,Content Creator,Mid-Level,55236,Excellent
00-40410305,Stacey Thomas,Female,New York,Rochester,Master,10/10/1986,38,12/14/2018,Still Employee,5,Active,Customer Service,Customer Service Manager,Manager,97297,Excellent
00-20550179,Christina Durham,Female,New York,Buffalo,Bachelor,1/31/1962,62,6/2/2019,Still Employee,5,Active,Operations,Logistics Coordinator,Mid-Level,58058,Excellent
00-12524153,Isaac Stark,Female,New York,New York City,High School,6/5/1999,25,5/9/2023,Still Employee,1,Active,Customer Service,Customer Service Representative,Junior Level,56977,Satisfactory
00-36353784,Kristina Khan,Female,New York,Buffalo,Bachelor,3/14/1976,48,6/25/2016,Still Employee,8,Active,Sales,Sales Consultant,Mid-Level,85291,Good
00-89614758,Tony Jones,Female,New York,Rochester,Bachelor,3/3/1977,47,2/13/2016,Still Employee,8,Active,Marketing,Content Creator,Mid-Level,63369,Satisfactory
00-15809144,Michael Murray,Male,New York,Rochester,High School,7/4/1985,39,3/7/2016,Still Employee,8,Active,IT,IT Support Specialist,Mid-Level,56502,Satisfactory
00-22952493,Justin Bailey,Female,New York,Rochester,Bachelor,10/29/1962,61,8/12/2023,Still Employee,1,Active,Sales,Sales Representative,Junior Level,77305,Good
00-88866745,David Garcia,Female,New York,New York City,Master,4/5/2002,22,11/14/2023,Still Employee,0,Active,IT,System Administrator,Mid-Level,96516,Excellent
00-57182050,Jennifer Rodriguez,Female,North Carolina,Charlotte,Bachelor,11/29/1980,43,8/4/2015,Still Employee,9,Active,IT,IT Support Specialist,Mid-Level,59377,Good
00-47228730,Debra Sparks,Male,Michigan,Warren,High School,11/6/1991,32,7/25/2024,Still Employee,0,Active,IT,IT Support Specialist,Mid-Level,53801,Satisfactory
00-31549640,Steven Garza,Male,New York,Buffalo,High School,11/27/1996,27,4/3/2023,Still Employee,1,Active,Customer Service,Customer Service Representative,Junior Level,63480,Satisfactory
00-42456869,Christine Kelley,Male,New York,Rochester,Bachelor,2/17/2003,21,7/6/2020,Still Employee,4,Active,IT,System Administrator,Mid-Level,75121,Good
00-87595788,Patrick Peterson,Female,New York,Rochester,High School,4/26/1962,62,11/13/2022,Still Employee,1,Active,HR,Recruiter,Mid-Level,58622,Satisfactory
00-35709072,Heather Reynolds,Female,Michigan,Detroit,Bachelor,7/2/1979,45,6/18/2024,Still Employee,0,Active,IT,IT Support Specialist,Mid-Level,61798,Good
00-82091897,Ashley Peterson,Male,Ohio,Cincinnati,High School,12/8/1988,35,9/27/2015,Still Employee,9,Active,Operations,Inventory Specialist,Mid-Level,60155,Need Improvement
00-38724658,Joel Bates,Female,Ohio,Cincinnati,Master,12/3/1986,37,1/31/2024,Still Employee,0,Active,Sales,Sales Specialist,Mid-Level,90326,Good
00-59185834,Jodi Joseph,Male,New York,Buffalo,High School,11/26/1972,51,11/21/2022,Still Employee,1,Active,Customer Service,Customer Service Representative,Junior Level,59258,Satisfactory
00-24404851,Tommy Vargas,Male,New York,Buffalo,High School,10/26/1967,56,6/29/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,61493,Satisfactory
00-66920644,Mark Davis,Male,Michigan,Warren,Bachelor,4/26/1996,28,6/22/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,64074,Satisfactory
00-25145863,Gregory Blanchard,Male,New York,New York City,Bachelor,5/7/1972,52,1/28/2022,Still Employee,2,Active,Sales,Sales Representative,Junior Level,81817,Need Improvement
00-72532267,Carmen Jennings,Male,New York,Rochester,Master,7/12/1979,45,8/19/2016,Still Employee,8,Active,Sales,Sales Specialist,Mid-Level,84073,Excellent
00-58486215,Kelsey Gray,Male,New York,Rochester,Bachelor,2/4/1981,43,7/11/2022,Still Employee,2,Active,Marketing,Marketing Coordinator,Mid-Level,72487,Satisfactory
00-15450389,Deanna Brown,Female,West Virginia,Charleston,Bachelor,12/17/2002,21,3/25/2016,Still Employee,8,Active,Customer Service,Help Desk Technician,Junior Level,71065,Good
00-61644447,Lisa Clay,Female,Pennsylvania,Allentown,PhD,12/21/1990,33,12/17/2017,Still Employee,6,Active,Sales,Sales Consultant,Mid-Level,78816,Excellent
00-51876858,Kari Pacheco,Male,New York,Rochester,Master,4/4/1985,39,10/22/2022,Still Employee,1,Active,IT,System Administrator,Mid-Level,69548,Good
00-84345332,Dwayne Hernandez,Female,Ohio,Cleveland,Master,8/17/1970,54,7/26/2019,Still Employee,5,Active,Operations,Operations Analyst,Senior,70252,Good
00-19342782,Kelly Gilbert,Female,Michigan,Grand Rapids,High School,10/30/1985,38,6/23/2023,Still Employee,1,Active,Marketing,SEO Specialist,Senior,60888,Satisfactory
00-59317149,James Maldonado,Male,New York,Rochester,High School,5/19/1973,51,5/3/2017,Still Employee,7,Active,IT,IT Support Specialist,Mid-Level,61236,Excellent
00-24115931,Kevin Bauer,Male,New York,Rochester,Master,8/24/1975,49,9/21/2019,Still Employee,5,Active,IT,Software Developer,Senior,86152,Excellent
00-21409300,Kevin Harding,Male,Michigan,Detroit,Master,11/8/1973,50,6/17/2016,Still Employee,8,Active,Sales,Sales Specialist,Mid-Level,62558,Excellent
00-89263249,Jennifer Herman,Male,New York,New York City,High School,12/22/1998,25,2/4/2024,Still Employee,0,Active,Operations,Inventory Specialist,Mid-Level,53429,Satisfactory
00-18685284,Brandi Carr,Male,New York,Buffalo,Bachelor,12/15/1972,51,7/18/2018,Still Employee,6,Active,Customer Service,Support Specialist,Junior Level,63369,Good
00-36878911,Richard Anderson,Female,New York,Buffalo,Master,5/11/1973,51,4/24/2020,Still Employee,4,Active,Sales,Sales Specialist,Mid-Level,77383,Excellent
00-41255233,Bryan Santana,Male,Michigan,Warren,Bachelor,2/7/2004,20,1/21/2023,Still Employee,1,Active,Operations,Logistics Coordinator,Mid-Level,62670,Satisfactory
00-47382097,Aaron Castro,Female,West Virginia,Charleston,High School,2/7/1972,52,5/20/2022,Still Employee,2,Active,Customer Service,Customer Service Representative,Junior Level,64001,Satisfactory
00-46637787,Daniel Campbell,Female,New York,New York City,Bachelor,10/10/1987,37,1/13/2022,Still Employee,2,Active,Sales,Sales Representative,Junior Level,67854,Good
00-57794571,Joe Park,Female,Ohio,Cincinnati,Bachelor,6/3/1982,42,6/3/2019,Still Employee,5,Active,Customer Service,Customer Service Representative,Junior Level,60716,Good
00-75032899,Colleen Joseph,Male,New York,Rochester,High School,6/28/1973,51,6/6/2020,Still Employee,4,Active,Marketing,Content Creator,Mid-Level,67452,Satisfactory
00-71020042,Patrick Gardner,Female,North Carolina,Charlotte,Master,3/4/1983,41,9/14/2016,Still Employee,8,Active,Finance,Financial Analyst,Senior,85124,Good
00-76742957,Glenn Taylor,Female,New York,Buffalo,High School,2/3/1965,59,8/4/2017,Still Employee,7,Active,Customer Service,Support Specialist,Junior Level,66052,Satisfactory
00-23368540,Patrick Middleton,Male,Michigan,Grand Rapids,Master,10/25/1993,30,11/23/2022,Still Employee,1,Active,IT,Software Developer,Senior,81580,Excellent
00-53883276,Elizabeth Taylor,Female,New York,New York City,Master,3/22/1987,37,1/28/2017,Still Employee,7,Active,Operations,Operations Manager,Manager,111664,Excellent
00-22929680,Deborah Thomas,Female,New York,Rochester,High School,3/24/1981,43,12/10/2022,Still Employee,1,Active,Marketing,SEO Specialist,Senior,85032,Satisfactory
00-79786361,Tommy Kim,Female,North Carolina,Raleigh,Bachelor,1/28/1993,31,2/22/2022,Still Employee,2,Active,Operations,Operations Analyst,Senior,75666,Good
00-49401349,Christopher May,Male,New York,Buffalo,Master,7/26/1991,33,6/11/2022,Still Employee,2,Active,Operations,Operations Analyst,Senior,69979,Excellent
00-45120118,Michelle English,Female,New York,Buffalo,Bachelor,11/19/1987,36,9/27/2020,Still Employee,4,Active,Customer Service,Support Specialist,Junior Level,56870,Satisfactory
00-12371679,Cassandra Simmons,Female,New York,Rochester,Bachelor,5/18/1990,34,3/10/2024,Still Employee,0,Active,Sales,Sales Representative,Junior Level,66440,Excellent
00-25989909,Shawn Coleman,Male,New York,New York City,Bachelor,10/27/2003,20,11/15/2018,Still Employee,5,Active,Sales,Sales Representative,Junior Level,79906,Satisfactory
00-60511038,Shannon Kelly,Female,New York,Buffalo,Bachelor,7/30/1993,31,3/14/2019,Still Employee,5,Active,Sales,Sales Representative,Junior Level,61596,Satisfactory
00-33738978,Roger Smith,Female,New York,Buffalo,Bachelor,1/9/1971,53,7/12/2020,Still Employee,4,Active,Operations,Inventory Specialist,Mid-Level,56652,Good
00-32031067,Melanie Young,Female,New York,New York City,PhD,7/25/1975,49,7/13/2020,Still Employee,4,Active,Sales,Sales Specialist,Mid-Level,100007,Excellent
00-62221499,Joseph House,Female,New York,Rochester,Bachelor,8/4/1980,44,8/12/2019,Still Employee,5,Active,Operations,Logistics Coordinator,Mid-Level,62996,Good
00-75841004,Michael Good,Male,New York,Buffalo,Bachelor,11/6/1986,37,8/9/2022,Still Employee,2,Active,Operations,Inventory Specialist,Mid-Level,65915,Good
00-86800757,Timothy Richardson,Male,New York,Buffalo,Bachelor,11/8/1987,36,8/14/2019,Still Employee,5,Active,Sales,Sales Specialist,Mid-Level,89766,Satisfactory
00-30979701,Timothy Vaughn,Female,New York,Buffalo,Bachelor,11/9/1990,33,2/25/2020,Still Employee,4,Active,Operations,Inventory Specialist,Mid-Level,54189,Satisfactory
00-76396319,Jessica Fox,Female,New York,New York City,Bachelor,11/13/1979,44,11/29/2020,Still Employee,3,Active,Sales,Sales Representative,Junior Level,70326,Good
00-57347151,Tonya Maxwell,Male,New York,Rochester,Master,12/10/1991,32,6/30/2022,Still Employee,2,Active,Customer Service,Customer Service Manager,Manager,91990,Excellent
00-18244186,Zachary Mills,Male,New York,Rochester,Bachelor,4/11/1984,40,8/25/2015,Still Employee,9,Active,Operations,Logistics Coordinator,Mid-Level,67828,Good
00-59178730,Christopher Kennedy,Male,Pennsylvania,Pittsburgh,Bachelor,2/17/1991,33,10/16/2018,Still Employee,5,Active,Operations,Logistics Coordinator,Mid-Level,68958,Good
00-13610435,Elizabeth Barnett,Male,New York,Buffalo,High School,12/10/2001,22,9/23/2022,Still Employee,2,Active,Customer Service,Help Desk Technician,Junior Level,60554,Excellent
00-61079694,Cynthia Yates,Male,Michigan,Grand Rapids,Bachelor,5/29/1972,52,5/1/2016,Still Employee,8,Active,Finance,Accountant,Mid-Level,82895,Satisfactory
00-65288255,Chloe Berger,Male,New York,Rochester,Master,1/1/1996,28,7/27/2018,Still Employee,6,Active,Sales,Sales Specialist,Mid-Level,73362,Excellent
00-43234179,Kimberly Harrison,Male,Michigan,Detroit,High School,2/20/1984,40,7/19/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,61621,Satisfactory
00-21400686,Rebecca Berry,Female,Pennsylvania,Allentown,High School,2/16/1985,39,5/8/2024,Still Employee,0,Active,Customer Service,Support Specialist,Junior Level,56124,Need Improvement
00-50924657,Robert Yu,Female,New York,Buffalo,Bachelor,8/8/1990,34,11/5/2016,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,61643,Excellent
00-82265081,Kenneth Jackson,Male,New York,Buffalo,Bachelor,11/14/1980,43,9/27/2018,Still Employee,6,Active,Operations,Operations Analyst,Senior,83446,Need Improvement
00-66703371,Sandra Curry,Male,New York,Rochester,Bachelor,1/29/1971,53,10/9/2020,Still Employee,3,Active,Operations,Logistics Coordinator,Mid-Level,71108,Excellent
00-12738346,Kristen Green,Male,New York,Rochester,PhD,10/26/1963,60,9/2/2022,Still Employee,2,Active,IT,IT Manager,Manager,125068,Excellent
00-52481834,Thomas Jackson,Male,Illinois,Chicago,Master,6/27/1987,37,1/21/2018,Still Employee,6,Active,Sales,Sales Consultant,Mid-Level,81063,Excellent
00-86844836,Diana Carter,Male,New York,New York City,Bachelor,10/25/1978,45,10/13/2016,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,68324,Good
00-37636546,Claudia Mitchell,Female,New York,New York City,High School,4/6/2004,20,2/2/2018,Still Employee,6,Active,Customer Service,Support Specialist,Junior Level,57943,Satisfactory
00-99575241,David Jones,Male,New York,Rochester,Master,9/28/1969,55,11/1/2018,Still Employee,5,Active,Operations,Operations Analyst,Senior,69144,Excellent
00-58765904,Joshua Anderson,Male,New York,New York City,High School,7/29/1969,55,4/19/2024,Still Employee,0,Active,Customer Service,Customer Service Representative,Junior Level,63117,Satisfactory
00-95287876,Joshua Scott,Male,New York,Rochester,Master,8/5/1999,25,10/15/2023,Still Employee,0,Active,IT,IT Manager,Manager,88270,Excellent
00-81918425,Daniel Thompson,Male,New York,Rochester,Bachelor,12/24/1981,42,8/18/2017,Still Employee,7,Active,Customer Service,Help Desk Technician,Junior Level,67301,Good
00-49905650,Joanne Hopkins,Female,Pennsylvania,Allentown,PhD,5/16/1981,43,5/23/2024,Still Employee,0,Active,Sales,Sales Specialist,Mid-Level,79890,Excellent
00-40317902,Lindsey Green,Female,New York,New York City,Bachelor,1/28/1986,38,9/30/2021,Still Employee,3,Active,Operations,Inventory Specialist,Mid-Level,54137,Excellent
00-87603784,Joel White,Female,New York,New York City,High School,1/13/1979,45,7/23/2016,Still Employee,8,Active,IT,IT Support Specialist,Mid-Level,62965,Satisfactory
00-19028796,Michelle Cooper,Female,Michigan,Warren,Bachelor,2/11/1987,37,2/2/2020,Still Employee,4,Active,Sales,Sales Specialist,Mid-Level,56527,Satisfactory
00-67325182,Tammy Larson,Female,New York,Rochester,Bachelor,5/5/1968,56,11/16/2017,Still Employee,6,Active,Marketing,Marketing Coordinator,Mid-Level,63748,Satisfactory
00-50513220,Eric Crawford,Female,Pennsylvania,Philadelphia,Bachelor,2/26/1999,25,6/9/2020,Still Employee,4,Active,Marketing,Marketing Coordinator,Mid-Level,72253,Good
00-99047650,Kaylee Young,Male,New York,New York City,Bachelor,12/19/1977,46,6/19/2020,Still Employee,4,Active,IT,Software Developer,Senior,86919,Good
00-63995920,Jessica Jackson,Male,New York,Buffalo,High School,1/16/1991,33,8/13/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,62356,Satisfactory
00-83492593,Jessica Reed,Male,New York,Rochester,Master,5/26/1969,55,9/7/2017,Still Employee,7,Active,Sales,Sales Specialist,Mid-Level,62565,Excellent
00-79286427,Joseph Weiss,Male,New York,Buffalo,High School,11/21/1976,47,1/21/2023,Still Employee,1,Active,Customer Service,Customer Service Representative,Junior Level,56644,Satisfactory
00-38582041,Gary Ross,Male,New York,New York City,PhD,9/15/1964,60,4/28/2022,Still Employee,2,Active,Customer Service,Customer Service Manager,Manager,81212,Excellent
00-92466364,Amanda James,Male,New York,Buffalo,Bachelor,1/6/1980,44,10/2/2023,Still Employee,1,Active,Operations,Operations Analyst,Senior,90941,Satisfactory
00-94122098,Peter Baker,Male,Michigan,Detroit,Master,8/26/1998,26,7/25/2016,Still Employee,8,Active,Sales,Sales Specialist,Mid-Level,74572,Good
00-72073912,Monica Smith,Female,New York,Rochester,High School,4/3/1981,43,12/27/2017,Still Employee,6,Active,Operations,Inventory Specialist,Mid-Level,61803,Satisfactory
00-50302318,Laura Reyes,Male,New York,New York City,Master,9/25/1995,29,5/3/2023,Still Employee,1,Active,Sales,Sales Consultant,Mid-Level,88878,Excellent
00-18647316,Suzanne Vega,Female,Illinois,Naperville,Master,12/30/1986,37,1/16/2021,Still Employee,3,Active,Finance,Finance Manager,Manager,103057,Excellent
00-48526473,Connor Schmidt,Male,Illinois,Chicago,Bachelor,12/18/1974,49,5/18/2021,Still Employee,3,Active,Operations,Logistics Coordinator,Mid-Level,66294,Good
00-90696029,Stephanie Reynolds,Female,Pennsylvania,Pittsburgh,Bachelor,7/5/1977,47,12/23/2017,Still Employee,6,Active,IT,Software Developer,Senior,84421,Good
00-30127592,Denise Nelson,Female,New York,Buffalo,Master,7/16/1976,48,4/15/2017,Still Employee,7,Active,Sales,Sales Specialist,Mid-Level,89779,Excellent
00-51680049,Joseph Garcia,Female,New York,Rochester,Bachelor,9/27/1982,42,9/12/2019,Still Employee,5,Active,Sales,Sales Representative,Junior Level,57226,Good
00-66642448,Breanna Murray,Female,New York,Rochester,Bachelor,10/4/1976,48,9/20/2021,Still Employee,3,Active,Customer Service,Support Specialist,Junior Level,60928,Satisfactory
00-31388734,Kaitlyn Navarro,Male,New York,Rochester,Bachelor,1/21/2004,20,8/17/2017,Still Employee,7,Active,IT,Software Developer,Senior,91760,Satisfactory
00-47281925,Kaylee Meyer,Female,Pennsylvania,Philadelphia,Bachelor,11/26/1972,51,9/21/2022,Still Employee,2,Active,Operations,Logistics Coordinator,Mid-Level,58150,Excellent
00-15668332,Hannah White,Female,New York,New York City,Bachelor,11/27/1980,43,7/31/2024,Still Employee,0,Active,Operations,Operations Analyst,Senior,57957,Good
00-12672106,Alex Smith,Male,New York,Buffalo,Bachelor,11/21/1993,30,1/27/2016,Still Employee,8,Active,Sales,Sales Representative,Junior Level,68872,Good
00-90745350,Alexander Davis,Female,New York,New York City,Bachelor,7/23/1972,52,2/10/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,60092,Satisfactory
00-58779318,Gina Bell,Male,New York,Rochester,Master,11/9/1993,30,10/9/2022,Still Employee,1,Active,IT,System Administrator,Mid-Level,66064,Excellent
00-28865664,Justin Lee,Female,New York,Buffalo,PhD,9/27/1979,45,1/10/2017,Still Employee,7,Active,Sales,Sales Consultant,Mid-Level,111111,Excellent
00-77142220,Christine Brown,Female,New York,Rochester,High School,1/14/2004,20,8/18/2024,Still Employee,0,Active,Operations,Inventory Specialist,Mid-Level,53505,Need Improvement
00-87902618,Diane Houston,Female,North Carolina,Greensboro,Bachelor,4/14/1986,38,8/20/2024,Still Employee,0,Active,IT,System Administrator,Mid-Level,72393,Satisfactory
00-76632538,Danielle Erickson,Female,New York,Rochester,Master,12/3/1994,29,2/16/2023,Still Employee,1,Active,Operations,Operations Analyst,Senior,79509,Good
00-26411718,Christopher Jacobs,Male,New York,New York City,Bachelor,10/19/1975,49,5/27/2023,Still Employee,1,Active,Finance,Accountant,Mid-Level,80728,Good
00-88426937,Diana Yoder,Female,Pennsylvania,Allentown,High School,9/17/1998,26,8/8/2022,Still Employee,2,Active,IT,IT Support Specialist,Mid-Level,61576,Satisfactory
00-41667072,Linda Lopez,Female,Michigan,Warren,Bachelor,6/3/1992,32,2/13/2024,Still Employee,0,Active,Sales,Sales Consultant,Mid-Level,65156,Good
00-24336334,Heather King,Male,Virginia,Norfolk,Bachelor,12/24/1980,43,7/1/2017,Still Employee,7,Active,IT,System Administrator,Mid-Level,91377,Good
00-64811239,Donna Jones,Female,Pennsylvania,Philadelphia,Bachelor,4/15/1982,42,6/26/2017,Still Employee,7,Active,Customer Service,Help Desk Technician,Junior Level,84336,Excellent
00-75814814,Sandra Hill,Male,New York,Buffalo,Master,8/5/1984,40,6/14/2020,Still Employee,4,Active,Sales,Sales Specialist,Mid-Level,75342,Excellent
00-52478561,Heather Contreras,Female,Michigan,Warren,High School,5/14/1981,43,10/26/2020,Still Employee,3,Active,Customer Service,Help Desk Technician,Junior Level,65143,Satisfactory
00-43064092,Marcus Martin,Female,New York,Rochester,High School,12/27/1992,31,1/29/2024,Still Employee,0,Active,HR,HR Assistant,Junior Level,56391,Satisfactory
00-73783187,Joshua Brown,Female,New York,Rochester,Bachelor,10/15/2003,20,5/31/2022,Still Employee,2,Active,Customer Service,Customer Service Representative,Junior Level,53313,Good
00-98882124,Joseph Alexander,Male,North Carolina,Raleigh,Bachelor,12/17/1990,33,7/10/2023,Still Employee,1,Active,Sales,Sales Specialist,Mid-Level,94629,Good
00-42168745,Tiffany Gonzalez,Female,Michigan,Warren,High School,6/3/1979,45,6/2/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,55299,Satisfactory
00-95758290,Gregory Vasquez,Male,New York,New York City,Bachelor,9/25/1989,35,2/25/2024,Still Employee,0,Active,Operations,Operations Analyst,Senior,84797,Good
00-26381779,Amber Reynolds,Female,New York,Rochester,High School,6/5/1984,40,8/26/2020,Still Employee,4,Active,Customer Service,Customer Service Representative,Junior Level,59241,Satisfactory
00-69378298,Dawn Gaines,Male,Pennsylvania,Pittsburgh,Master,5/17/1988,36,10/5/2018,Still Employee,6,Active,Operations,Operations Analyst,Senior,70674,Excellent
00-50384524,Jonathon Johnson,Male,Michigan,Detroit,Bachelor,6/22/1965,59,1/28/2016,Still Employee,8,Active,Marketing,Marketing Coordinator,Mid-Level,71630,Need Improvement
00-38237596,Ashley King,Male,New York,Buffalo,Bachelor,5/15/1972,52,6/23/2023,Still Employee,1,Active,IT,IT Support Specialist,Mid-Level,69222,Good
00-94738725,Andrew Jimenez,Female,New York,Rochester,Master,2/24/1983,41,9/11/2018,Still Employee,6,Active,Operations,Operations Analyst,Senior,70579,Good
00-14547522,Danielle Fitzpatrick,Male,Ohio,Columbus,Master,5/23/2002,22,9/16/2017,Still Employee,7,Active,Operations,Operations Analyst,Senior,81118,Good
00-75993764,Peter Hernandez,Male,Pennsylvania,Philadelphia,Bachelor,9/14/1997,27,5/9/2019,Still Employee,5,Active,Customer Service,Customer Service Representative,Junior Level,66223,Satisfactory
00-54657219,Rebecca Andrews,Female,North Carolina,Raleigh,Bachelor,7/12/1985,39,7/20/2022,Still Employee,2,Active,IT,Software Developer,Senior,88873,Satisfactory
00-31520919,Jasmine Wise,Male,New York,Rochester,Bachelor,3/21/1985,39,7/5/2022,Still Employee,2,Active,Finance,Financial Analyst,Senior,103770,Good
00-57225359,Ryan Anthony,Female,New York,Buffalo,Master,11/12/1991,32,10/31/2019,Still Employee,4,Active,Sales,Sales Consultant,Mid-Level,77180,Excellent
00-83514771,Lisa Jones,Female,New York,Rochester,Bachelor,7/6/1982,42,3/29/2022,Still Employee,2,Active,Finance,Accountant,Mid-Level,78296,Satisfactory
00-13670974,Aaron Finley,Male,Michigan,Warren,Bachelor,5/5/1980,44,11/14/2022,Still Employee,1,Active,Operations,Logistics Coordinator,Mid-Level,72339,Good
00-34661114,Kimberly Martinez,Female,New York,Rochester,Bachelor,3/23/2004,20,7/27/2021,Still Employee,3,Active,Marketing,Marketing Manager,Manager,74257,Need Improvement
00-10412827,Savannah Howard,Male,North Carolina,Raleigh,High School,10/22/1984,39,9/22/2019,Still Employee,5,Active,Operations,Inventory Specialist,Mid-Level,63356,Satisfactory
00-52107027,Kevin Brown,Female,New York,New York City,High School,9/30/1977,47,9/8/2020,Still Employee,4,Active,IT,IT Support Specialist,Mid-Level,58947,Satisfactory
00-43501223,Christopher Nichols,Male,New York,Rochester,Bachelor,11/28/1972,51,5/12/2020,Still Employee,4,Active,IT,Software Developer,Senior,113825,Excellent
00-27460780,Christopher Stevens,Female,Michigan,Grand Rapids,Bachelor,12/25/1982,41,10/25/2023,Still Employee,0,Active,IT,System Administrator,Mid-Level,66812,Excellent
